,accuracy,precision,X,Y,Class1,Class2
0,0.98,0.9802631578947368,0.26418476680077596,0.25583833353350427,-0.6107142857141681,0.6107142857144423
1,0.9833333333333333,0.9801324503311258,0.26791299487467085,0.25127403340472765,-0.30285714285697574,0.302857142857313
2,0.97,0.9664429530201343,0.26885218762070245,0.2579515391491207,-0.7549999999998469,0.7550000000002585
3,0.9966666666666667,1.0,0.05327394745077007,0.4619037949261351,-0.42285714285712195,0.42285714285721965
4,0.9966666666666667,1.0,0.03988298301062028,0.46861101756605544,0.8935714285714884,-0.8935714285714236
5,0.9666666666666667,0.9857142857142858,0.2438386560664677,0.27611599435473183,2.2092857142858664,-2.209285714285548
6,0.98,0.9620253164556962,0.26233855917765536,0.2591134261450394,-1.1771428571427054,1.1771428571430775
7,0.9833333333333333,0.9867549668874173,0.04223292753815681,0.4646580629053173,-0.6064285714285138,0.6064285714286041
8,0.98,0.98,0.03072519649588561,0.47071061151008,-0.7899999999999923,0.7900000000000205
9,0.9566666666666667,0.9594594594594594,0.27419875968101604,0.239021641538583,1.4900000000001308,-1.489999999999841
10,0.97,0.972972972972973,0.24357010672233448,0.28896279635091743,-0.30999999999985195,0.3100000000001455
11,0.9966666666666667,0.9931506849315068,0.0451780069592757,0.4611069729118657,-0.7485714285713143,0.748571428571462
12,0.99,0.993103448275862,0.03708022341279862,0.46324735909449233,-0.05499999999995747,0.0550000000000771
13,0.97,0.9724137931034482,0.26675562484732446,0.25200448817450183,-0.1685714285712928,0.16857142857156937
14,0.9933333333333333,0.9934640522875817,0.27048960330193256,0.26127072982941224,1.5950000000001248,-1.5949999999999172
15,0.9866666666666667,0.9805194805194806,0.039607968989038934,0.46319192714963703,-0.7457142857142279,0.7457142857143022
16,1.0,1.0,0.0365253045321605,0.4631391575262761,0.03142857142858796,-0.031428571428489094
17,0.9866666666666667,0.9807692307692307,0.2637475778001316,0.2557814154262224,-1.5564285714284223,1.5564285714286388
18,0.9733333333333334,0.974025974025974,0.269070369337907,0.26473742244959936,-0.20142857142847287,0.20142857142864992
19,0.9833333333333333,0.9802631578947368,0.045855154245705035,0.4635206269374371,0.6299999999999819,-0.6299999999999815
20,0.9833333333333333,0.972972972972973,0.03352381048923047,0.4655004199678685,-0.33642857142853727,0.3364285714285973
