,accuracy,precision,X,Y
0,0.9913333333333333,0.9919893190921228,0.2681186349871032,0.26330866414277043
1,0.9933333333333333,0.9935064935064936,0.2609220559025886,0.2629474775049212
2,0.9633333333333334,0.959731543624161,0.254734597268212,0.25826213178644475
3,0.9833333333333333,0.9797297297297297,0.25296089827377455,0.25410516074099687
4,0.9833333333333333,0.9805194805194806,0.26702344318056026,0.2552989252898836
5,0.9966666666666667,0.993006993006993,0.027732157552716123,0.47615916758506766
6,0.9933333333333333,1.0,0.029275061328187645,0.4737400990538063
7,0.9933333333333333,0.9933333333333333,0.03814371618532987,0.46187425045329217
8,0.9933333333333333,0.9933774834437086,0.04696819222938911,0.44883725201556596
9,0.9833333333333333,0.9794520547945206,0.12964618828242958,0.3820654666623341
10,0.99,0.9865771812080537,0.13158847181997455,0.38670599596857363
11,0.99,0.9867549668874173,0.14403354427649537,0.3732404263999489
12,0.98,0.9733333333333334,0.1209149430198174,0.38218901398301086
13,0.97,0.9794520547945206,0.38989172398498545,0.12424341825750636
14,0.99,0.9858156028368794,0.38713789371323143,0.1322313492167913
15,0.98,0.993103448275862,0.38736570410195303,0.12454795703887195
16,0.9966666666666667,1.0,0.36414287216046876,0.1455808310002464
17,0.9966666666666667,1.0,0.4657920775929631,0.03680935608261704
18,0.99,1.0,0.46699281336853754,0.03983986459857835
19,0.98,0.9805194805194806,0.4684195557945871,0.03042026615857037
20,0.9833333333333333,0.9795918367346939,0.47285297270221455,0.03076437666482915
