,accuracy,precision,X,Y,Class1,Class2
0,0.9766666666666667,0.9640718562874252,0.24748927614221244,0.2540194676463523,-0.5178571428570306,0.5178571428572875
1,0.9833333333333333,0.9932432432432432,0.2542160951188244,0.2640380428530539,-1.539999999999793,1.5400000000001832
2,0.9666666666666667,0.9659863945578231,0.2466570604088829,0.2705769260463315,-0.054285714285546294,0.05428571428584056
3,0.9766666666666667,0.9931506849315068,0.25532569003506966,0.2583938794525222,1.537142857142998,-1.5371428571427423
4,0.97,0.9640287769784173,0.2755211840397082,0.2472701298562719,-0.5349999999999279,0.5350000000000883
5,0.9766666666666667,0.9858156028368794,0.2567568248045384,0.25363311303227914,2.1657142857144285,-2.1657142857141247
6,0.9833333333333333,0.974025974025974,0.217882653493542,0.2868687359873108,-0.20571428571412909,0.2057142857144636
7,0.9866666666666667,0.9733333333333334,0.2528627770711097,0.26341222546198606,-1.2064285714284386,1.2064285714287415
8,0.9766666666666667,0.9726027397260274,0.2642007721664421,0.2564110675634584,-2.4107142857141195,2.4107142857144006
9,0.9833333333333333,0.967948717948718,0.24525275209738306,0.2665675090363069,-0.84642857142845,0.8464285714286235
10,0.9666666666666667,0.9856115107913669,0.2657381068801925,0.2596252550914761,1.4800000000001523,-1.4799999999998816
11,0.9866666666666667,0.9798657718120806,0.2611790596666612,0.2560050758435124,-0.37357142857128833,0.37357142857159764
12,0.97,0.9726027397260274,0.268072629983113,0.2583905809771072,1.0850000000001332,-1.0849999999998567
13,0.9766666666666667,0.9683544303797469,0.2587175147837542,0.25119373325954314,-0.9978571428569802,0.9978571428573069
14,0.9733333333333334,0.9673202614379085,0.2517512496592905,0.27696862670409783,-2.9021428571427,2.902142857143012
15,0.97,0.9866666666666667,0.26623987729744913,0.24800420015898464,2.3492857142859016,-2.349285714285605
16,0.9866666666666667,0.9933774834437086,0.26651805581563615,0.2480976320150937,0.10071428571442809,-0.10071428571412958
17,0.98,0.9798657718120806,0.2546270296296104,0.2643499262629763,-0.4357142857141452,0.4357142857143841
18,0.9866666666666667,0.9731543624161074,0.27504068359529654,0.24083190747585312,-2.064285714285599,2.0642857142858273
19,0.9833333333333333,0.9793103448275862,0.26713886025831407,0.23523875597136576,-0.010714285714157362,0.010714285714416488
20,0.9766666666666667,0.9798657718120806,0.2404914906989642,0.2773415181165136,0.6314285714287085,-0.6314285714284829
