,accuracy,precision,X,Y
0,0.9866666666666667,0.9918032786885246,0.26559688329814934,0.27075929941204196
1,0.9833333333333333,0.9745222929936306,0.2573904077329467,0.26047931417273623
2,0.98,0.986013986013986,0.23926200056223887,0.27980307639039553
3,0.9966666666666667,1.0,0.04924288964187228,0.46185968281961304
4,0.9766666666666667,0.9735099337748344,0.03640672131803344,0.45668725516401754
5,0.9633333333333334,0.9671052631578947,0.25407562322391763,0.2660951393891849
6,0.9733333333333334,0.9668874172185431,0.26038165056565066,0.2574232411933187
7,0.99,0.9932432432432432,0.03380824199093693,0.46003721769828076
8,0.9933333333333333,0.9856115107913669,0.04753354317647018,0.45950558524252233
9,0.9733333333333334,0.9797297297297297,0.24367713794739676,0.2746341136434504
10,0.9833333333333333,0.9863945578231292,0.2642463138299833,0.2598034347847899
11,0.9966666666666667,0.9932885906040269,0.04132650474261899,0.4617104847175138
12,0.9933333333333333,0.9869281045751634,0.047065619184000096,0.4736818388023796
13,0.99,1.0,0.25745842521942225,0.26196193874102996
14,0.99,0.9868421052631579,0.2627611857372228,0.2535288196863889
15,1.0,1.0,0.04519125915280362,0.45958689085807464
16,0.98,0.9864864864864865,0.03708707858533782,0.46704713191769875
17,0.9766666666666667,0.9856115107913669,0.25078223535331295,0.2578145253586664
18,0.9866666666666667,0.9863945578231292,0.25557740421860436,0.26666496698495656
19,0.9966666666666667,0.9931506849315068,0.05545080529229873,0.45870215271921333
20,0.9966666666666667,1.0,0.03748528884726949,0.4619523917122281
