,accuracy,precision,X,Y
0,0.9926666666666667,0.9953395472703063,0.2654379740283574,0.27306050701945145
1,0.9633333333333334,0.9675324675324676,0.24741757902933234,0.2593739460319579
2,0.9666666666666667,0.9928057553956835,0.2631609992047606,0.25802988813454386
3,0.98,0.9931506849315068,0.27252888581818285,0.25124621862114804
4,0.9866666666666667,0.9931972789115646,0.2591591489650887,0.24775763441342022
5,0.9833333333333333,0.9927536231884058,0.2675386357165206,0.2580155376993489
6,0.9833333333333333,0.9793103448275862,0.26278669504921937,0.2492528619184464
7,0.9566666666666667,0.9607843137254902,0.27353076114913055,0.24854041913561242
8,0.9633333333333334,0.9565217391304348,0.25815296183625874,0.25945996085817213
9,0.9833333333333333,1.0,0.26698237110429585,0.27404189629486103
10,0.9566666666666667,0.9735099337748344,0.2566519034635757,0.25208050359210676
