,accuracy,precision,X,Y
0,0.9936666666666667,0.9921363040629095,0.2655809654560622,0.26805540205761347
1,0.99,0.9932432432432432,0.2475140802824491,0.2597550366576783
2,0.98,0.9793103448275862,0.2718535160269147,0.2497939297326704
3,0.9866666666666667,0.9735099337748344,0.03645645018171102,0.4646849617651698
4,0.9866666666666667,0.9798657718120806,0.041517039337492734,0.46135128743954007
5,0.9833333333333333,0.9806451612903225,0.2620967036300348,0.2573215425753487
6,0.9733333333333334,0.9802631578947368,0.2789721386175997,0.2410309416455191
7,0.9966666666666667,0.993421052631579,0.05557177977132472,0.4579831698608756
8,0.9866666666666667,0.9933774834437086,0.03361435377612235,0.46634131262237466
9,0.9733333333333334,0.9797297297297297,0.275822389740554,0.2631108078528456
10,0.9833333333333333,0.9863945578231292,0.2615834103417477,0.2632406651852145
11,0.99,0.9868421052631579,0.041802488873674895,0.4644500127385524
12,0.9833333333333333,0.9863945578231292,0.03443204860608519,0.470974760774808
13,0.98,0.986013986013986,0.26043264592891235,0.2666239503319693
14,0.97,0.971830985915493,0.25926334606311363,0.2658352367424852
15,0.99,0.9932432432432432,0.03201167518626409,0.4692160951810478
16,0.99,0.9935897435897436,0.03883022358485012,0.4621750975975214
17,0.9733333333333334,0.950920245398773,0.2350031819931788,0.2834613492295384
18,0.97,0.9930555555555556,0.24424565126075984,0.2699199217141333
19,1.0,1.0,0.05361112117587888,0.4638331757937193
20,0.9733333333333334,0.9554140127388535,0.03479705309051093,0.47274925284232644
