,accuracy,precision,X,Y
0,0.994,0.9934253780407627,0.2656008810260159,0.2705380385819047
1,0.9633333333333334,0.975,0.19793303422668387,0.3195231002911443
2,0.97,0.9788732394366197,0.0761186058729449,0.42241032801989237
3,0.99,0.9808917197452229,0.01269830106001959,0.48331418294862005
4,0.9566666666666667,0.9440993788819876,0.09827065726680145,0.4137724986915188
5,0.9633333333333334,0.9586206896551724,0.19839888868081296,0.3209171181273613
6,0.9566666666666667,0.9666666666666667,0.3242836344692525,0.19657081603905016
7,0.9366666666666666,0.9056603773584906,0.4127124715355494,0.09001495895586936
8,0.98,0.9863013698630136,0.47737022079574076,0.013177022996394516
9,0.9566666666666667,0.9319727891156463,0.43819622282644854,0.06976975611226938
10,0.9433333333333334,0.9285714285714286,0.3229168836175628,0.1925930718359317
