,accuracy,precision,X,Y
0,0.992,0.9939839572192514,0.2659962813048396,0.26680722320983596
1,0.9366666666666666,0.9848484848484849,0.22177994527711395,0.2970114504159289
2,0.97,0.9556962025316456,0.15287122784334956,0.36275071917893936
3,0.98,0.9929577464788732,0.1088225299934606,0.41176412875359675
4,0.9866666666666667,0.9862068965517241,0.06218206168123454,0.4493682866218018
5,0.98,0.9859154929577465,0.01555730211491362,0.474673211970882
6,0.9866666666666667,0.9802631578947368,0.02315263722668015,0.4819274443517592
7,0.9833333333333333,0.9806451612903225,0.07539496324244874,0.43817292685050707
8,0.9866666666666667,0.9735099337748344,0.10825123675555202,0.40257002553668425
9,0.98,0.9810126582278481,0.1747618363568448,0.34916363709562104
10,0.9833333333333333,0.9736842105263158,0.23265755837236976,0.29573517514835496
11,0.9766666666666667,0.9671052631578947,0.29941419320950097,0.21543953557735493
12,0.9766666666666667,0.993103448275862,0.3467852815875998,0.15771765602231783
13,0.9733333333333334,0.9931506849315068,0.41566270268944183,0.1015920078747965
14,0.99,0.9931972789115646,0.45057459962246915,0.05236623129336132
15,0.98,0.967741935483871,0.4784393625822358,0.025373985836508024
16,0.9933333333333333,0.993421052631579,0.4893185421277178,0.011309203729510605
17,0.9866666666666667,0.9875,0.4432547908223453,0.06250848933902524
18,0.97,0.9726027397260274,0.40105947452433083,0.11122164702455009
19,0.9666666666666667,0.972027972027972,0.3525079745914231,0.15364834874311062
20,0.9666666666666667,0.9659863945578231,0.29488384191761874,0.22030417207138403
