,accuracy,precision,X,Y
0,0.993,0.9946666666666667,0.2613886944136192,0.2699349021002265
1,0.9833333333333333,0.9787234042553191,0.2660912446807146,0.252657679062953
2,0.9766666666666667,0.9746835443037974,0.2819388473298369,0.24990011089931832
3,0.97,0.9612903225806452,0.26993874418730096,0.25442995853406397
4,0.9666666666666667,0.993006993006993,0.25231046745339386,0.2652024298172553
5,0.99,0.9869281045751634,0.04315860342453379,0.4655960660567313
6,0.9966666666666667,1.0,0.04019902373022261,0.4662722920780877
7,0.9933333333333333,0.9929078014184397,0.03693059610909368,0.4618952004698363
8,0.99,1.0,0.04760237441039119,0.44910696485510043
9,0.9833333333333333,0.9863945578231292,0.12127400986014449,0.3890795637361727
10,0.98,0.9797297297297297,0.13445427808535088,0.3726167560587514
11,0.9766666666666667,0.9625,0.11985435742642915,0.39280099352725356
12,0.9933333333333333,0.9932885906040269,0.1278610626753548,0.38869186446780385
13,0.9833333333333333,0.974025974025974,0.3717812473308633,0.1440868934238532
14,0.99,0.9793103448275862,0.36269176966066574,0.14182767114522385
15,0.9833333333333333,0.9797297297297297,0.373511363870125,0.1365300597305259
16,0.98,0.9733333333333334,0.37416010598765415,0.14619397543823306
17,0.9966666666666667,1.0,0.4673644815083165,0.034656127192265324
18,0.9966666666666667,0.9932885906040269,0.45365720223750905,0.049434938120007106
19,0.9833333333333333,0.975609756097561,0.4576613338909847,0.038855142020468525
20,0.97,0.9724137931034482,0.46523784276609403,0.042978599674399744
