,accuracy,precision,X,Y
0,0.9866666666666667,0.9867549668874173,0.27413013576865547,0.25737396258472467
1,0.9733333333333334,0.9673202614379085,0.24455127927269885,0.274823916755899
2,0.9733333333333334,0.987012987012987,0.2588370833752353,0.26251328288267456
3,0.98,1.0,0.2622283048303805,0.26023679481976536
4,0.9733333333333334,0.9791666666666666,0.24568306328868492,0.263311178245607
5,0.9566666666666667,0.9430379746835443,0.26756625938092526,0.2656282969950783
6,0.9633333333333334,0.9733333333333334,0.2454575176828692,0.26448366151415553
7,0.9733333333333334,0.9931506849315068,0.25082417079541386,0.27294707462299334
8,0.98,0.9802631578947368,0.2640324635849637,0.25704943881219855
9,0.98,0.9738562091503268,0.2532718744046131,0.25676648726148144
10,0.9566666666666667,0.9662162162162162,0.26940079701540964,0.24725051848789084
