,accuracy,precision,X,Y
0,0.994,0.9952477936184657,0.26446753252535016,0.26949704710919303
1,0.9766666666666667,0.9862068965517241,0.24942293379729336,0.2654296352416206
2,0.97,0.9797297297297297,0.24759427023080624,0.27400439278691346
3,0.9933333333333333,0.9863945578231292,0.04914157472116937,0.4577668615899132
4,0.9866666666666667,0.9865771812080537,0.03794523419778884,0.45543776871109004
5,0.98,0.9932432432432432,0.12517066434635035,0.3934060502633986
6,0.98,0.9605263157894737,0.1332272192324102,0.3885927270567207
7,0.9833333333333333,0.9727891156462585,0.37572728411207224,0.13332179033227243
8,0.9866666666666667,0.9929577464788732,0.3897787308127526,0.13005826859368808
9,0.99,0.993103448275862,0.4652877547956836,0.032937469746730126
10,0.99,0.9870967741935484,0.4672822959123504,0.03753794225228651
