,accuracy,precision,X,Y,Class1,Class2
0,0.9833333333333333,0.9862068965517241,0.2715496110081525,0.24446443771134493,1.290714285714459,-1.2907142857141274
1,0.99,0.9933333333333333,0.2424983685991491,0.264687380724819,0.18785714285728644,-0.18785714285695326
2,0.9733333333333334,0.9745222929936306,0.2529326760841211,0.26535154867371197,1.6100000000001558,-1.6099999999998045
3,0.9933333333333333,0.9866666666666667,0.04585196425394293,0.457439890659638,-0.474999999999981,0.4750000000000097
4,0.9833333333333333,0.9803921568627451,0.032496348810599575,0.47360563989296406,-0.49357142857141734,0.4935714285714774
5,0.9933333333333333,0.9865771812080537,0.13961801697252993,0.37929925499668216,-0.9528571428570527,0.9528571428572165
6,0.9833333333333333,0.9931506849315068,0.13613995107127128,0.37545203150206213,0.7328571428572315,-0.7328571428570737
7,0.9766666666666667,0.9664429530201343,0.403291235010017,0.12793408745007237,-1.0678571428571124,1.067857142857198
8,0.9766666666666667,0.9738562091503268,0.36418224111683806,0.15554861741114345,0.13571428571433258,-0.13571428571419264
9,0.9933333333333333,0.9875,0.46660425128838473,0.032021342575952724,-1.1192857142856751,1.1192857142857917
10,0.99,1.0,0.4589489011172457,0.0358174491608743,1.585000000000082,-1.5849999999999658
