,accuracy,precision,X,Y,X_Class1,X_Class2,Y_Class1,Y_Class2
0,0.9766666666666667,0.9793103448275862,0.2597238254621567,0.26708300327202705,1.1870466439190983,-1.5047563024542312,-1.4153564324426282,1.2670944539429916
1,0.9666666666666667,0.9862068965517241,0.2495158241754164,0.27765236089306305,1.323592410097835,-1.1109027250824748,-1.229914702099617,1.5615956020597124
2,0.9733333333333334,0.9664429530201343,0.27419076062324166,0.2356251942152987,1.2226672375559167,-1.545083541503309,-1.3333839114981485,1.082461120505695
3,0.97,0.971830985915493,0.2544380744616771,0.26154497946009697,1.436466972099182,-1.0708364597977613,-1.2400982664626148,1.3337869031500915
4,0.97,0.9673202614379085,0.27062577141251887,0.24266280779510505,1.2916472919018094,-1.5323171071208141,-1.1740229456261542,1.2563224522652259
5,0.9833333333333333,0.9691358024691358,0.2742259498722615,0.24700802256575882,1.2832003331828947,-1.5292906020027575,-1.1408760362487442,1.282684397832445
6,0.9733333333333334,0.9861111111111112,0.2607808387913823,0.25021923140360297,-1.2469703276161754,1.3034372456834902,1.220427331968818,-1.1564834814712315
7,0.9933333333333333,0.9862068965517241,0.26164102792678084,0.2630349964524704,-1.2046841289574808,1.3925685527842306,1.4315796691653968,-1.04535373192901
8,0.9666666666666667,0.9736842105263158,0.26586079769937204,0.25661997909994566,-1.195266058538233,1.3902953803867544,1.2833692757567532,-1.3177566384564197
9,0.98,0.9801324503311258,0.2578791226566771,0.2620475125281991,-1.2444987815167428,1.3705925618753898,1.262999297689673,-1.226861311695949
10,0.97,0.9863013698630136,0.2623630075200001,0.2618128886164454,-1.4291539483223934,1.1054109888151211,1.3732444172896452,-1.2164278726010185
11,0.9533333333333334,0.9782608695652174,0.25003994447170635,0.273360116493931,1.2810405935981206,-1.2861703640756674,-1.640683494459378,1.017713723557549
12,0.9833333333333333,0.9691358024691358,0.2713427225528183,0.24894954419925622,1.5055369348992942,-1.292672586348769,-1.3134624765904996,1.2411170397289721
13,0.9866666666666667,0.9863945578231292,0.24831205619929136,0.2791178199636305,1.4231223305310676,-1.0433646886550962,-1.1827259956597909,1.5600215483370081
14,0.9766666666666667,0.9681528662420382,0.2467476560556986,0.2653776742253022,1.1973264931505407,-1.1749900839762977,-1.191703612767675,1.4214424425259669
15,0.9866666666666667,0.972972972972973,0.25857966927476583,0.26539489812583816,1.1347615578476569,-1.5545001276262869,-1.4776930408326534,1.146799782101803
16,0.9933333333333333,1.0,0.2484981265080343,0.26223860670972887,-1.0987737620800397,1.3158156342923797,1.3871199590623595,-1.167438516159201
17,0.9766666666666667,0.9930555555555556,0.2700726396743108,0.24455821995308322,-1.5733173888611913,1.2162466909325476,1.134247545045801,-1.120153026238676
18,0.9766666666666667,0.9731543624161074,0.2725222198113674,0.25235370713828803,-1.0551649302889965,1.6285316584514695,1.3065037636515036,-1.201014447962045
19,0.98,0.9727891156462585,0.26028403928083305,0.2693719597320921,-1.4662062975835408,1.2339757759530539,1.2425226920860746,-1.5386430672648423
20,0.9866666666666667,0.9798657718120806,0.2558319927200112,0.2650602992789086,-1.3628999777677961,1.1763846805616243,1.331885304920831,-1.2944549120294297
