,accuracy,precision,X,Y,Class1,Class2
0,0.9566666666666667,0.9466666666666667,0.2674173201909676,0.2600525710409717,-2.62214285714274,2.6221428571429777
1,0.9733333333333334,0.9795918367346939,0.25321177866379385,0.2681521115436176,0.3328571428573369,-0.3328571428569529
2,0.9633333333333334,0.9426751592356688,0.2549860621474095,0.2630741519469115,-1.0592857142855843,1.0592857142858005
3,0.9766666666666667,0.9738562091503268,0.26858043444214985,0.24471095728476777,0.16285714285724973,-0.16285714285701944
4,0.96,0.9642857142857143,0.2570239492029566,0.2485066997976016,0.035000000000153464,-0.03499999999990362
5,0.97,0.9743589743589743,0.2741042426292469,0.24182596128109485,0.6171428571430063,-0.6171428571426973
6,0.98,0.9726027397260274,0.2564818700188623,0.2669484497835552,-2.2314285714284487,2.231428571428696
7,0.9766666666666667,0.993103448275862,0.2586394748834363,0.259504915721045,0.777142857142971,-0.7771428571427107
8,0.9866666666666667,0.9933333333333333,0.2550035290586274,0.2601600624542769,0.2871428571430109,-0.28714285714272364
9,0.97,0.9673202614379085,0.24709828013957658,0.2712965229502779,-1.2542857142855772,1.25428571428589
10,0.9766666666666667,0.9790209790209791,0.26137381474701615,0.2686232498382713,-1.5549999999998563,1.5550000000001365
