,accuracy,precision,X,Y
0,0.9913333333333333,0.9908496732026144,0.2612565836164466,0.2743209024317194
1,0.9766666666666667,0.9741935483870968,0.24137293736315257,0.2784364931252654
2,0.98,0.9724137931034482,0.261918581880052,0.26136729284496124
3,0.9666666666666667,0.9782608695652174,0.26053487361747935,0.26301696390323365
4,0.9866666666666667,0.9930555555555556,0.26081964765163995,0.26671684985055755
5,0.9833333333333333,0.9803921568627451,0.239989639628017,0.27223984530107426
6,0.9733333333333334,0.9565217391304348,0.23827671011520438,0.2610632939225725
7,0.9733333333333334,0.9795918367346939,0.2834411643284342,0.22809577954074067
8,0.9766666666666667,0.98,0.24425918327374802,0.2681906679207751
9,0.98,0.9802631578947368,0.24022586026689874,0.25938315666486467
10,0.9633333333333334,0.9527027027027027,0.26419125045925407,0.26853915712176313
11,0.9733333333333334,0.9731543624161074,0.2563749628665571,0.2611613552084652
12,0.9733333333333334,0.9932432432432432,0.2504250874023301,0.265601222466371
13,0.97,0.9483870967741935,0.26022779481971586,0.2548478126825702
14,0.9833333333333333,0.975,0.25180294496545347,0.2570582444109889
15,0.99,0.9863945578231292,0.25990052558058063,0.24811079717080478
16,0.9733333333333334,0.9685534591194969,0.2592141779424254,0.25453543427280634
17,0.9866666666666667,0.9866666666666667,0.2534814919008186,0.26718297627524834
18,0.9733333333333334,0.9659863945578231,0.2612548731812977,0.26006318771321324
19,0.9733333333333334,0.9652777777777778,0.25019518462541773,0.2603866191634376
20,0.9566666666666667,0.9662162162162162,0.2497288929167939,0.2743474101987356
